Date,Rule,Collection,Type,Description,Reference,Detection,Hash,Link VT,Hashtag
07/02/2020 17:53,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,47 / 72,fe9ff4ed61985df64edbeb6656b25ef207782ff111f982526e097145c081c500,https://www.virustotal.com/gui/file/fe9ff4ed61985df64edbeb6656b25ef207782ff111f982526e097145c081c500,#sig #apt #aptmalware #sig_apt_stringset_7
07/02/2020 17:33,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,70 / 73,6679e566994a975acf0a43085b982355c9e94a4f85b35f42de61f2cbb1b7ad0d,https://www.virustotal.com/gui/file/6679e566994a975acf0a43085b982355c9e94a4f85b35f42de61f2cbb1b7ad0d,#sig #apt #aptmalware #sig_apt_stringset_2
07/02/2020 17:25,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,64 / 72,5e7351291abe5c2874ab0acf24466354b2cb0be7e192d7b316e3175ba1566ebc,https://www.virustotal.com/gui/file/5e7351291abe5c2874ab0acf24466354b2cb0be7e192d7b316e3175ba1566ebc,#sig #apt #rats #aptmalware #sig_apt_rats_1
07/02/2020 17:21,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,69 / 72,d99421cfb4a8064e32f5bdfd6da236912414841ad44dc915ec92eacdc86130cb,https://www.virustotal.com/gui/file/d99421cfb4a8064e32f5bdfd6da236912414841ad44dc915ec92eacdc86130cb,#sig #apt #aptmalware #sig_apt_stringset_2
07/02/2020 17:07,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,57 / 72,5105edeaa6d7723b8e3e692a4aac52871eec5b7e68bef942230fb407f67a70cd,https://www.virustotal.com/gui/file/5105edeaa6d7723b8e3e692a4aac52871eec5b7e68bef942230fb407f67a70cd,#sig #apt #aptmalware #sig_apt_stringset_2
07/02/2020 16:45,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,56 / 73,58d64ab6e7e3be7eb5006c85b4c96d0cd4720bd781e8169724d173ead497970b,https://www.virustotal.com/gui/file/58d64ab6e7e3be7eb5006c85b4c96d0cd4720bd781e8169724d173ead497970b,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 16:34,APT_APT33_PowerShell_Indicator_Oct19_1,APT Malware,Valhalla Rule Feed Only,Detects suspicious strings found in APT33 malware,https://twitter.com/cglyer/status/1182025722195521537/photo/1,22 / 59,d8a9fe93e081955d75e34be6f1f73111e8d8bacdea5ef271db9e6a6c302490b8,https://www.virustotal.com/gui/file/d8a9fe93e081955d75e34be6f1f73111e8d8bacdea5ef271db9e6a6c302490b8,#apt #apt33 #powershell #indicator #aptmalware #apt_apt33_powershell_indicator_oct19_1
07/02/2020 16:32,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,66 / 72,ac0e88133d78a51a8fc2e1e1fcbdb7080c5462b74ef8b908091329ffdd7a4baf,https://www.virustotal.com/gui/file/ac0e88133d78a51a8fc2e1e1fcbdb7080c5462b74ef8b908091329ffdd7a4baf,#sig #apt #aptmalware #sig_apt_stringset_2
07/02/2020 16:25,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,64 / 73,ebf0e0bf05f47a372b1caab7367a0bc8ecdfc074e58283cc83643f26630af302,https://www.virustotal.com/gui/file/ebf0e0bf05f47a372b1caab7367a0bc8ecdfc074e58283cc83643f26630af302,#sig #apt #rats #aptmalware #sig_apt_rats_1
07/02/2020 16:21,APT_Sofacy_Rel_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects Barys malware with C2 dom relation to Sofacy activity,-,61 / 72,0f4157b71c92d0e86b629d03c67958101a9a6fbd9e373834897fdce7141ad486,https://www.virustotal.com/gui/file/0f4157b71c92d0e86b629d03c67958101a9a6fbd9e373834897fdce7141ad486,#apt #sofacy #rel #aptmalware #apt_sofacy_rel_sep18_2
07/02/2020 16:19,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,mars-72,d5c5fc8275f36fc46d654f7a2d732fd4d6eb037e4a18acff9d812e49d9b88aab,https://www.virustotal.com/gui/file/d5c5fc8275f36fc46d654f7a2d732fd4d6eb037e4a18acff9d812e49d9b88aab,#sig #apt #rats #aptmalware #sig_apt_rats_1
07/02/2020 16:17,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,52 / 70,b629e6b22f8282829685ce1c60af245aa6a2c533ddced8cecda8cc0c9e6c685d,https://www.virustotal.com/gui/file/b629e6b22f8282829685ce1c60af245aa6a2c533ddced8cecda8cc0c9e6c685d,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 16:16,SUSP_APT_CharmingKitten_Base64_Loop,Suspicious Indicators 2,-,-,-,26 / 56,94fdb46b2a7af8f671bef07d65f762fe406dd269661c249c826e2d98a50fb9af,https://www.virustotal.com/gui/file/94fdb46b2a7af8f671bef07d65f762fe406dd269661c249c826e2d98a50fb9af,#apt #charmingkitten #loop #suspiciousindicators2 #susp_apt_charmingkitten_base64_loop
07/02/2020 16:12,APT_Turla_KopiLuwak_JS_Jul19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Turla group KopiLuwak JS,https://securelist.com/turla-renews-its-arsenal-with-topinambour/91687/,ao–t-56,9780da3ec181f013488f93b0385b1dec1087794c5eac63e11a402877626f1987,https://www.virustotal.com/gui/file/9780da3ec181f013488f93b0385b1dec1087794c5eac63e11a402877626f1987,#apt #turla #kopiluwak #russianthreatgroups #apt_turla_kopiluwak_js_jul19_1
07/02/2020 16:12,Sig_APT_StringSet_7,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,janv-58,cacc751712af246a05135b4dfed975499c1a5a092ed6fae1ff1ecb8a7771da38,https://www.virustotal.com/gui/file/cacc751712af246a05135b4dfed975499c1a5a092ed6fae1ff1ecb8a7771da38,#sig #apt #aptmalware #sig_apt_stringset_7
07/02/2020 15:54,Sig_APT_RATs_1,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,67 / 73,e952c9b6e5f3bfa3c3183b1487560400f8cc37cf998e061ffca0957c4331b801,https://www.virustotal.com/gui/file/e952c9b6e5f3bfa3c3183b1487560400f8cc37cf998e061ffca0957c4331b801,#sig #apt #rats #aptmalware #sig_apt_rats_1
07/02/2020 15:47,APT_MAL_TA505_Campaign_Jan19_2,APT Malware,-,-,-,juin-59,a5be4aa06d9560c236bd2dec254d09df7bf426e93d21212e425097764cd7a759,https://www.virustotal.com/gui/file/a5be4aa06d9560c236bd2dec254d09df7bf426e93d21212e425097764cd7a759,#apt #ta505 #campaign #aptmalware #apt_mal_ta505_campaign_jan19_2
07/02/2020 15:24,APT_Turla_KopiLuwak_JS_Jul19_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Turla group KopiLuwak JS,https://securelist.com/turla-renews-its-arsenal-with-topinambour/91687/,55 / 72,44e9e4d37d20d9b27eb0ffa7e01eb6c938f7d70add5cd98635fd63db19735d7f,https://www.virustotal.com/gui/file/44e9e4d37d20d9b27eb0ffa7e01eb6c938f7d70add5cd98635fd63db19735d7f,#apt #turla #kopiluwak #russianthreatgroups #apt_turla_kopiluwak_js_jul19_1
07/02/2020 15:23,APT_Malware_Mar19_1,APT Malware,Valhalla Rule Feed Only,Detects backdoor mentioned in ClearSky report in March 2019,https://twitter.com/ClearskySec/status/1110941178231484417,47 / 72,86a3c11ff2bf4f0e3d6351c1b46b59a53f43af950e1aef297ea22678e83ded2d,https://www.virustotal.com/gui/file/86a3c11ff2bf4f0e3d6351c1b46b59a53f43af950e1aef297ea22678e83ded2d,#apt #aptmalware #apt_malware_mar19_1
07/02/2020 15:20,APT_APT28_Samples_Nov18_1,Russian Threat Groups,Valhalla Rule Feed Only,Detects Sofacy samples noticed in Nov 18,-,58 / 73,f1f24427e6a8b893e64fa8a517abf0c3f2835d962d814630da614330d210b8af,https://www.virustotal.com/gui/file/f1f24427e6a8b893e64fa8a517abf0c3f2835d962d814630da614330d210b8af,#apt #apt28 #samples #russianthreatgroups #apt_apt28_samples_nov18_1
07/02/2020 15:20,APT_NK_Malware_Nov18_Imp,Malware 1,Valhalla Rule Feed Only,Detects NK group malware,-,18 / 73,e5faa8c1d54984a8e59134a4270611e3c87973f8afaf4f94ff014e03f33c158a,https://www.virustotal.com/gui/file/e5faa8c1d54984a8e59134a4270611e3c87973f8afaf4f94ff014e03f33c158a,#apt #imp #malware1 #apt_nk_malware_nov18_imp
07/02/2020 15:19,APT_NK_Malware_Nov18_Imp,Malware 1,Valhalla Rule Feed Only,Detects NK group malware,-,16 / 73,3fd600448b15ce24823ee277f8f430c7f8199887914742a3144eba46b934d47a,https://www.virustotal.com/gui/file/3fd600448b15ce24823ee277f8f430c7f8199887914742a3144eba46b934d47a,#apt #imp #malware1 #apt_nk_malware_nov18_imp
07/02/2020 15:18,APT_NK_Malware_Nov18_Imp,Malware 1,Valhalla Rule Feed Only,Detects NK group malware,-,15 / 72,b6a459dcca15a5a21e6f55d95c8f9a194aea965b1d6d0100a988d5fb5589bb5c,https://www.virustotal.com/gui/file/b6a459dcca15a5a21e6f55d95c8f9a194aea965b1d6d0100a988d5fb5589bb5c,#apt #imp #malware1 #apt_nk_malware_nov18_imp
07/02/2020 15:18,APT_NK_Malware_Nov18_Imp,Malware 1,Valhalla Rule Feed Only,Detects NK group malware,-,15 / 72,a04856cc46079a49b85b7600c3d6ca3c73a192bfedc6e1ba5389ac02d59f3464,https://www.virustotal.com/gui/file/a04856cc46079a49b85b7600c3d6ca3c73a192bfedc6e1ba5389ac02d59f3464,#apt #imp #malware1 #apt_nk_malware_nov18_imp
07/02/2020 15:17,APT_NK_Malware_Nov18_Imp,Malware 1,Valhalla Rule Feed Only,Detects NK group malware,-,19 / 72,987beb05d55d39712109c781cb8aca20611ceb5feb28fb1e45aaad382afbf7ee,https://www.virustotal.com/gui/file/987beb05d55d39712109c781cb8aca20611ceb5feb28fb1e45aaad382afbf7ee,#apt #imp #malware1 #apt_nk_malware_nov18_imp
07/02/2020 15:16,APT_Sofacy_Rel_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects Barys malware with C2 dom relation to Sofacy activity,-,58 / 73,0b8539c0f9ed907b560d4a1da76ead4510f26516b06950739dff79eaa32802c7,https://www.virustotal.com/gui/file/0b8539c0f9ed907b560d4a1da76ead4510f26516b06950739dff79eaa32802c7,#apt #sofacy #rel #aptmalware #apt_sofacy_rel_sep18_2
07/02/2020 15:00,APT_FIN8_NET_Stager_Jun19_1,APT Malware,Valhalla Rule Feed Only,Detects .NET stager used by FIN8 in June 2019,http://blog.morphisec.com/security-alert-fin8-is-back,nov-71,54404477c9cf195da3e553d1e850401632835de35c9f8674647f0b296b31d68e,https://www.virustotal.com/gui/file/54404477c9cf195da3e553d1e850401632835de35c9f8674647f0b296b31d68e,#apt #fin8 #net #stager #aptmalware #apt_fin8_net_stager_jun19_1
07/02/2020 14:57,Sig_APT_StringSet_2,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,56 / 73,f287136bb8629c32d4a978de70349959922936d5bb06b5963ad13a24ac64bb0b,https://www.virustotal.com/gui/file/f287136bb8629c32d4a978de70349959922936d5bb06b5963ad13a24ac64bb0b,#sig #apt #aptmalware #sig_apt_stringset_2
07/02/2020 14:55,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,53 / 73,ecc49b0d2aff16deb8af0a8cb941a5fcd9aa743d5c16e6c55b8f22adf536186c,https://www.virustotal.com/gui/file/ecc49b0d2aff16deb8af0a8cb941a5fcd9aa743d5c16e6c55b8f22adf536186c,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 14:53,APT_CN_APT_C_01_Report_Sep18_2,APT Malware,Valhalla Rule Feed Only,Detects samples mentioned in APT-C-01 report by 360 in September 2018,https://ti.360.net/uploads/2018/09/20/6f8ad451646c9eda1f75c5d31f39f668.pdf,54 / 72,49af537f9f6256f8935ef66798e517518e0e4441038aa63c1672283ecec65421,https://www.virustotal.com/gui/file/49af537f9f6256f8935ef66798e517518e0e4441038aa63c1672283ecec65421,#apt #apt #report #aptmalware #apt_cn_apt_c_01_report_sep18_2
07/02/2020 14:52,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,51 / 72,dea86311deb6f7df9844442911963a0cfa68674d3eb206e9fc6e15218b4cf239,https://www.virustotal.com/gui/file/dea86311deb6f7df9844442911963a0cfa68674d3eb206e9fc6e15218b4cf239,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 14:52,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,51 / 72,87b3c6cadd78e02ad7633912fac83fedfa5a9751dca88a7998d2bfdd190d701b,https://www.virustotal.com/gui/file/87b3c6cadd78e02ad7633912fac83fedfa5a9751dca88a7998d2bfdd190d701b,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 14:52,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,48 / 73,67981ae45c307543393e720f87c594ffc8277bd0ac7ec607265f1d3c9b8b0b3c,https://www.virustotal.com/gui/file/67981ae45c307543393e720f87c594ffc8277bd0ac7ec607265f1d3c9b8b0b3c,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 14:51,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,48 / 73,8883ba07e708d3ae6a44ac40b2f1c4339e9a5b6acd94e1b92ffb524d6867e55f,https://www.virustotal.com/gui/file/8883ba07e708d3ae6a44ac40b2f1c4339e9a5b6acd94e1b92ffb524d6867e55f,#sig #apt #aptmalware #sig_apt_stringset_4
07/02/2020 14:50,Sig_APT_StringSet_4,APT Malware,Valhalla Rule Feed Only,Detects strings from well-known APT malware,-,53 / 73,de4c4e5cd0057902eb6204ca898ba8aa720ef29266ba3d8e687606f18c5da2e1,https://www.virustotal.com/gui/file/de4c4e5cd0057902eb6204ca898ba8aa720ef29266ba3d8e687606f18c5da2e1,#sig #apt #aptmalware #sig_apt_stringset_4
